Weapon Type,Weapon ID,Purchase Timestamp,Usage Hours,Performance Metrics,Maintenance Logs,Number of Failures,Parts with Issues,Area,Battalion,Temperature,Weather Conditions
Type D,G-503,2021-10-27,3410,82.68,32,1,Wiring,Semi-Urban,West Battalion,31,Humid
Type B,G-632,2024-07-29,1126,67.0,40,3,None,Urban,East Battalion,28,Rainy
Type A,G-452,2018-11-13,9515,74.41,34,5,Wiring,Semi-Urban,West Battalion,34,Humid
Type B,G-814,2022-07-18,2874,97.93,33,5,None,Urban,East Battalion,29,Rainy
Type E,G-330,2018-08-05,7123,89.04,19,4,None,Rural,North-East Battalion,25,Rainy
Type B,G-227,2015-03-16,5518,92.43,12,3,None,Semi-Urban,West Battalion,39,Dry
Type E,G-461,2016-01-13,8457,85.65,48,6,None,Rural,South Battalion,32,Humid
Type D,G-168,2017-08-24,1561,98.91,2,0,None,Rural,North Battalion,27,Cool
Type C,G-731,2024-09-22,4449,90.6,2,7,None,Semi-Urban,West Battalion,33,Humid
Type C,G-177,2022-07-20,6616,69.7,8,7,None,Urban,South Battalion,32,Hot
Type C,G-957,2018-08-23,2258,75.81,2,3,Brakes,Semi-Urban,West Battalion,33,Humid
Type B,G-484,2022-09-08,2944,95.19,30,3,Transmission,Urban,West Battalion,38,Hot
Type E,G-817,2024-08-24,4712,98.37,15,3,None,Rural,North Battalion,30,Cool
Type D,G-378,2021-08-14,7243,93.94,5,4,None,Urban,South Battalion,33,Hot
Type A,G-143,2016-08-11,3616,71.87,35,3,Navigation System,Urban,East Battalion,28,Rainy
Type B,G-158,2024-02-01,680,84.36,47,8,Radar,Semi-Urban,West Battalion,38,Dry
Type D,G-924,2020-05-14,5591,71.31,12,1,Wiring,Semi-Urban,West Battalion,39,Dry
Type A,G-718,2017-08-18,840,91.72,47,4,None,Urban,North Battalion,35,Sunny
Type D,G-228,2017-10-17,5386,79.05,27,4,None,Rural,South Battalion,31,Humid
Type A,G-815,2016-03-27,325,82.45,22,6,None,Rural,East Battalion,35,Cloudy
Type D,G-627,2016-12-26,9515,69.42,15,1,None,Rural,North-East Battalion,26,Rainy
Type A,G-618,2015-05-08,9138,83.01,46,9,Wiring,Urban,South Battalion,32,Hot
Type D,G-921,2025-01-31,9282,68.75,3,1,Transmission,Rural,North Battalion,30,Cool
Type C,G-676,2018-04-15,9927,68.45,39,0,Engine,Rural,North-East Battalion,26,Rainy
Type C,G-206,2015-06-27,4248,77.65,16,3,Brakes,Urban,South Battalion,36,Hot
Type A,G-963,2023-12-13,6771,85.44,41,2,None,Rural,North-East Battalion,29,Rainy
Type C,G-309,2016-01-08,5879,74.15,46,6,None,Semi-Urban,West Battalion,30,Humid
Type E,G-617,2022-04-03,7434,92.71,26,6,None,Urban,South Battalion,35,Hot
Type A,G-880,2017-11-15,9548,88.79,10,3,None,Rural,North Battalion,30,Cool
Type B,G-424,2016-09-18,6343,89.1,2,6,Engine,Urban,North Battalion,33,Sunny
Type D,G-273,2020-07-03,4069,67.59,20,4,None,Urban,East Battalion,31,Rainy
Type D,G-715,2024-04-08,7209,61.97,32,2,Brakes,Urban,West Battalion,34,Hot
Type E,G-392,2019-12-08,2945,60.7,15,7,Engine,Rural,South Battalion,30,Humid
Type E,G-969,2022-09-28,722,97.52,38,2,None,Urban,East Battalion,32,Rainy
Type B,G-332,2024-03-07,9535,61.44,16,7,Gun System,Urban,East Battalion,31,Rainy
Type E,G-383,2024-07-24,3472,86.73,36,7,Engine,Rural,North Battalion,30,Cool
Type B,G-769,2022-12-10,5146,79.06,1,4,None,Urban,West Battalion,36,Hot
Type A,G-711,2023-08-11,8603,70.41,19,4,Radar,Semi-Urban,West Battalion,33,Humid
Type D,G-769,2024-07-20,7743,84.12,11,4,Engine,Rural,North-East Battalion,25,Rainy
Type C,G-932,2019-10-16,792,75.76,4,1,None,Urban,South Battalion,36,Hot
Type B,G-599,2016-11-10,9666,75.84,32,9,Armor Plating,Rural,South Battalion,30,Humid
Type E,G-967,2022-01-18,4879,60.07,13,3,Gun System,Rural,East Battalion,31,Cloudy
Type D,G-374,2019-12-16,9445,75.89,41,6,Brakes,Rural,East Battalion,34,Cloudy
Type A,G-329,2024-09-08,5961,83.88,4,3,Brakes,Rural,North-East Battalion,26,Rainy
Type A,G-530,2023-07-18,2447,77.25,21,2,Engine,Urban,South Battalion,33,Hot
Type A,G-191,2024-02-10,9329,97.93,38,3,Transmission,Semi-Urban,West Battalion,31,Humid
Type E,G-435,2022-10-15,3905,90.61,12,3,None,Rural,North-East Battalion,27,Rainy
Type A,G-244,2024-10-16,6217,90.63,25,1,None,Urban,West Battalion,36,Hot
Type E,G-551,2016-09-29,8234,75.94,27,3,None,Urban,East Battalion,32,Rainy
Type E,G-771,2022-11-10,6730,64.36,26,3,None,Urban,West Battalion,38,Hot
Type C,G-804,2019-08-23,1193,66.58,40,7,None,Urban,West Battalion,36,Hot
Type E,G-342,2015-11-16,7222,91.73,7,3,None,Urban,West Battalion,34,Hot
Type B,G-767,2017-12-02,7015,87.47,33,7,None,Rural,North-East Battalion,28,Rainy
Type B,G-414,2020-08-05,4628,71.34,14,1,Navigation System,Semi-Urban,West Battalion,33,Humid
Type D,G-883,2019-01-29,2111,87.77,43,4,None,Rural,South Battalion,31,Humid
Type E,G-420,2021-10-09,1824,63.95,47,7,Transmission,Semi-Urban,West Battalion,33,Humid
Type E,G-358,2021-01-19,1442,62.17,42,4,None,Urban,North Battalion,37,Sunny
Type D,G-314,2020-04-26,6550,95.12,23,4,None,Rural,North Battalion,30,Cool
Type C,G-890,2017-11-02,5448,77.09,41,6,None,Rural,South Battalion,30,Humid
Type D,G-803,2021-01-19,1121,80.89,32,4,None,Urban,North Battalion,34,Sunny
Type D,G-409,2018-10-11,3816,71.63,34,5,None,Urban,East Battalion,30,Rainy
Type C,G-864,2021-07-22,6392,77.78,33,2,None,Rural,East Battalion,34,Cloudy
Type C,G-507,2016-01-25,7531,97.82,16,2,Navigation System,Urban,East Battalion,29,Rainy
Type B,G-998,2019-02-03,2008,84.05,20,5,None,Semi-Urban,West Battalion,40,Dry
Type D,G-623,2018-06-25,5903,99.7,14,5,None,Semi-Urban,West Battalion,30,Humid
Type B,G-152,2016-08-02,2577,82.29,36,1,Gun System,Semi-Urban,West Battalion,40,Dry
Type E,G-709,2021-10-29,182,87.44,50,3,Engine,Urban,West Battalion,37,Hot
Type E,G-361,2017-06-01,2109,88.95,48,2,Navigation System,Urban,South Battalion,33,Hot
Type A,G-217,2023-04-11,8399,95.85,44,2,Radar,Urban,West Battalion,34,Hot
Type C,G-918,2016-02-16,7891,81.66,31,6,None,Rural,North Battalion,29,Cool
Type E,G-894,2017-11-11,4895,84.56,45,5,Wiring,Semi-Urban,West Battalion,40,Dry
Type D,G-452,2021-10-15,5033,85.51,21,2,Wiring,Urban,South Battalion,33,Hot
Type A,G-736,2015-10-23,9108,96.44,22,2,Sensors,Urban,East Battalion,31,Rainy
Type A,G-557,2018-08-21,6991,70.99,30,0,None,Semi-Urban,West Battalion,33,Humid
Type A,G-622,2023-11-11,4943,83.85,30,1,Radar,Urban,West Battalion,34,Hot
Type B,G-910,2019-10-14,9436,69.91,44,5,None,Rural,South Battalion,30,Humid
Type B,G-882,2019-09-21,703,72.09,25,4,None,Rural,East Battalion,35,Cloudy
Type E,G-446,2019-12-06,2579,69.06,35,4,None,Urban,South Battalion,33,Hot
Type B,G-380,2015-03-27,6725,81.8,3,8,Brakes,Urban,West Battalion,37,Hot
Type B,G-418,2016-10-01,9587,92.09,42,2,Armor Plating,Rural,North Battalion,29,Cool
Type D,G-275,2024-12-14,2632,85.66,2,5,None,Rural,North-East Battalion,25,Rainy
Type D,G-415,2019-04-28,5015,77.3,22,1,Engine,Urban,North Battalion,35,Sunny
Type D,G-501,2017-09-05,2944,96.63,39,6,Gun System,Rural,North-East Battalion,27,Rainy
Type C,G-760,2016-05-13,8438,71.14,13,5,None,Urban,East Battalion,31,Rainy
Type C,G-694,2021-06-28,2080,89.66,35,5,Engine,Urban,South Battalion,34,Hot
Type B,G-623,2024-07-17,6588,80.94,13,3,Brakes,Urban,East Battalion,28,Rainy
Type C,G-210,2023-12-26,9576,75.13,45,2,None,Rural,South Battalion,30,Humid
Type C,G-418,2016-05-20,4352,71.16,46,9,Wiring,Semi-Urban,West Battalion,33,Humid
Type D,G-596,2023-01-18,842,65.05,24,3,Gun System,Urban,North Battalion,33,Sunny
Type E,G-391,2019-07-24,5679,65.71,27,4,None,Urban,North Battalion,33,Sunny
Type E,G-657,2016-12-28,828,80.25,37,10,Brakes,Urban,North Battalion,33,Sunny
Type D,G-293,2023-10-28,9262,80.95,5,3,None,Urban,South Battalion,36,Hot
Type A,G-635,2016-01-25,8559,99.62,9,1,Transmission,Rural,North Battalion,27,Cool
Type B,G-734,2023-03-18,1623,69.06,46,7,None,Rural,South Battalion,31,Humid
Type D,G-522,2020-02-16,1344,72.26,47,5,Navigation System,Rural,South Battalion,33,Humid
Type C,G-745,2015-04-23,8184,88.94,0,3,None,Semi-Urban,West Battalion,38,Dry
Type C,G-564,2022-10-28,3131,95.6,49,5,Navigation System,Urban,West Battalion,36,Hot
Type E,G-964,2020-11-30,5889,79.44,21,1,None,Rural,North-East Battalion,27,Rainy
Type C,G-416,2020-06-07,5334,67.59,22,8,Armor Plating,Semi-Urban,West Battalion,40,Dry
Type A,G-484,2024-06-12,9499,79.89,40,4,Sensors,Rural,North-East Battalion,26,Rainy
Type D,G-739,2017-05-04,6046,67.31,41,4,None,Rural,East Battalion,33,Cloudy
Type A,G-872,2015-07-21,7228,77.37,35,4,None,Urban,South Battalion,35,Hot
Type E,G-817,2016-01-22,2934,91.5,20,10,None,Rural,South Battalion,31,Humid
Type B,G-287,2018-10-17,4256,73.13,41,7,None,Urban,West Battalion,36,Hot
Type B,G-506,2017-06-03,846,65.24,16,1,Armor Plating,Rural,South Battalion,33,Humid
Type E,G-295,2017-07-31,5755,61.43,5,2,Wiring,Rural,North-East Battalion,29,Rainy
Type B,G-168,2024-08-30,4551,92.16,46,8,Armor Plating,Urban,East Battalion,32,Rainy
Type A,G-579,2023-06-14,5287,77.29,17,5,None,Rural,North Battalion,30,Cool
Type E,G-596,2023-01-01,8620,80.23,3,9,None,Rural,North-East Battalion,29,Rainy
Type B,G-406,2019-12-12,5359,83.96,3,6,Transmission,Rural,North-East Battalion,25,Rainy
Type D,G-649,2017-12-11,7557,70.94,38,8,Radar,Urban,North Battalion,34,Sunny
Type D,G-593,2022-03-05,8607,79.82,35,0,Sensors,Rural,North Battalion,29,Cool
Type B,G-746,2019-11-10,8898,67.43,29,5,None,Rural,North Battalion,30,Cool
Type A,G-508,2016-10-30,3995,99.49,28,2,Sensors,Semi-Urban,West Battalion,34,Humid
Type B,G-685,2023-04-29,5593,63.06,2,6,Transmission,Rural,South Battalion,33,Humid
Type B,G-481,2023-07-20,9921,84.23,4,2,None,Rural,East Battalion,33,Cloudy
Type B,G-791,2021-05-03,4744,83.53,26,4,Radar,Rural,North-East Battalion,28,Rainy
Type C,G-482,2022-01-10,3268,83.74,26,2,None,Urban,South Battalion,36,Hot
Type A,G-614,2024-09-11,4800,69.02,44,2,None,Rural,East Battalion,33,Cloudy
Type E,G-337,2016-10-07,6489,65.03,17,4,None,Urban,North Battalion,33,Sunny
Type C,G-886,2023-12-28,9551,77.46,26,2,None,Rural,East Battalion,31,Cloudy
Type B,G-259,2021-06-20,2695,79.2,28,3,None,Rural,North Battalion,30,Cool
Type B,G-575,2020-08-31,1283,81.49,49,1,None,Urban,East Battalion,31,Rainy
Type E,G-436,2023-07-03,5779,86.34,29,5,None,Urban,South Battalion,32,Hot
Type A,G-895,2016-10-07,3852,66.3,12,1,Engine,Semi-Urban,West Battalion,37,Dry
Type E,G-890,2025-02-12,5858,76.37,44,2,None,Urban,East Battalion,31,Rainy
Type B,G-109,2021-06-19,1186,91.83,48,0,Sensors,Urban,South Battalion,32,Hot
Type C,G-516,2015-03-16,6536,86.28,31,4,Engine,Urban,South Battalion,35,Hot
Type E,G-469,2024-09-19,5414,71.04,44,5,Engine,Urban,West Battalion,37,Hot
Type D,G-770,2015-06-08,289,70.57,44,3,None,Semi-Urban,West Battalion,33,Humid
Type E,G-536,2016-01-06,9296,77.28,35,4,None,Semi-Urban,West Battalion,38,Dry
Type C,G-682,2021-01-30,592,79.21,13,7,None,Urban,East Battalion,28,Rainy
Type E,G-563,2018-02-14,3293,62.66,17,10,None,Semi-Urban,West Battalion,34,Humid
Type B,G-719,2018-11-03,9955,64.76,7,2,None,Urban,North Battalion,33,Sunny
Type E,G-771,2020-11-01,4630,86.56,19,6,None,Semi-Urban,West Battalion,31,Humid
Type B,G-166,2024-07-25,8838,71.42,16,4,None,Urban,North Battalion,37,Sunny
Type B,G-709,2017-09-15,6350,98.99,28,6,None,Rural,North Battalion,26,Cool
Type A,G-590,2021-08-19,8792,82.29,36,3,Navigation System,Semi-Urban,West Battalion,30,Humid
Type B,G-185,2021-08-18,4153,99.35,39,2,None,Rural,South Battalion,33,Humid
Type C,G-615,2019-05-29,8231,78.2,49,4,Brakes,Rural,North-East Battalion,27,Rainy
Type B,G-834,2019-11-14,7313,63.56,10,9,Transmission,Urban,South Battalion,36,Hot
Type E,G-506,2020-01-22,5092,79.99,23,6,Engine,Urban,West Battalion,35,Hot
Type E,G-385,2016-09-27,9300,97.41,10,4,None,Rural,North Battalion,28,Cool
Type A,G-168,2023-02-05,4973,94.75,3,6,Engine,Urban,East Battalion,30,Rainy
Type C,G-632,2016-05-11,6246,62.37,31,7,None,Rural,North Battalion,29,Cool
Type A,G-292,2020-05-23,8968,89.01,29,0,Wiring,Rural,South Battalion,30,Humid
Type A,G-254,2015-03-12,9777,94.37,27,5,Sensors,Rural,North Battalion,28,Cool
Type A,G-401,2017-12-08,835,89.12,46,4,Brakes,Rural,North-East Battalion,26,Rainy
Type C,G-468,2019-05-12,5579,73.6,40,1,Brakes,Urban,East Battalion,29,Rainy
Type D,G-395,2019-10-19,1824,69.07,41,8,Engine,Rural,East Battalion,32,Cloudy
Type E,G-822,2022-11-21,425,95.97,11,3,Transmission,Urban,North Battalion,36,Sunny
Type D,G-544,2015-05-18,9402,62.17,21,6,None,Rural,North-East Battalion,26,Rainy
Type D,G-691,2015-06-07,5758,98.18,10,6,Transmission,Urban,South Battalion,32,Hot
Type D,G-574,2021-11-23,6756,79.85,7,3,Wiring,Rural,South Battalion,30,Humid
Type B,G-639,2018-07-04,5085,66.06,4,2,None,Urban,North Battalion,36,Sunny
Type A,G-557,2022-01-26,9986,95.55,28,4,Navigation System,Semi-Urban,West Battalion,31,Humid
Type C,G-144,2023-12-05,7533,78.07,2,7,None,Semi-Urban,West Battalion,33,Humid
Type D,G-455,2020-08-22,646,72.99,26,7,None,Urban,South Battalion,34,Hot
Type C,G-663,2024-01-19,3018,75.52,8,2,None,Urban,East Battalion,32,Rainy
Type B,G-584,2019-04-17,315,69.91,34,3,Transmission,Rural,East Battalion,35,Cloudy
Type B,G-837,2021-05-04,7097,78.12,36,3,Transmission,Rural,North-East Battalion,28,Rainy
Type D,G-289,2023-03-05,7728,75.93,1,3,Wiring,Rural,East Battalion,31,Cloudy
Type A,G-839,2018-12-08,4342,63.34,12,5,None,Semi-Urban,West Battalion,36,Dry
Type D,G-750,2024-03-10,4494,88.78,5,3,Brakes,Urban,East Battalion,30,Rainy
Type E,G-363,2018-10-25,9030,73.63,33,8,None,Urban,North Battalion,37,Sunny
Type C,G-316,2023-11-13,1375,92.02,10,6,Navigation System,Semi-Urban,West Battalion,31,Humid
Type B,G-914,2022-09-13,1358,86.27,20,5,None,Rural,South Battalion,30,Humid
Type D,G-219,2021-12-09,4510,80.24,22,3,None,Rural,North-East Battalion,25,Rainy
Type B,G-873,2020-10-26,5241,75.86,38,6,None,Urban,South Battalion,32,Hot
Type C,G-404,2020-02-16,1368,97.63,10,7,None,Rural,South Battalion,33,Humid
Type D,G-180,2019-12-16,347,93.87,26,2,Sensors,Urban,East Battalion,32,Rainy
Type D,G-727,2020-04-19,5395,73.21,0,5,None,Urban,North Battalion,34,Sunny
Type B,G-423,2022-01-03,8772,97.91,1,6,None,Urban,West Battalion,37,Hot
Type C,G-502,2024-03-11,2885,98.65,50,2,Radar,Urban,South Battalion,35,Hot
Type A,G-421,2021-10-10,8246,99.74,30,0,None,Rural,North Battalion,29,Cool
Type D,G-977,2015-08-05,8982,72.93,3,9,Radar,Rural,South Battalion,30,Humid
Type C,G-366,2025-01-04,4693,70.25,21,7,Transmission,Rural,South Battalion,30,Humid
Type E,G-759,2019-01-13,7342,99.97,19,2,None,Semi-Urban,West Battalion,31,Humid
Type B,G-177,2021-08-22,9462,83.36,39,3,None,Urban,North Battalion,33,Sunny
Type E,G-851,2020-07-29,2056,72.74,8,5,None,Urban,West Battalion,34,Hot
Type A,G-653,2016-01-10,9437,61.53,1,0,Radar,Rural,North Battalion,27,Cool
Type C,G-240,2021-09-14,9446,88.0,43,2,Transmission,Urban,East Battalion,30,Rainy
Type B,G-487,2016-06-21,9414,74.64,3,4,None,Urban,West Battalion,38,Hot
Type C,G-526,2024-07-02,3378,72.16,32,9,Armor Plating,Rural,South Battalion,29,Humid
Type B,G-470,2016-08-17,4457,83.74,10,4,Engine,Rural,North-East Battalion,26,Rainy
Type D,G-959,2019-06-06,5369,90.03,35,3,None,Rural,East Battalion,35,Cloudy
Type D,G-723,2022-03-23,5801,97.22,25,6,None,Rural,North-East Battalion,26,Rainy
Type D,G-129,2019-04-02,9519,89.03,32,9,None,Semi-Urban,West Battalion,33,Humid
Type A,G-471,2023-12-25,5035,79.95,18,2,None,Urban,South Battalion,33,Hot
Type D,G-994,2024-01-29,5942,84.94,13,2,None,Rural,North Battalion,30,Cool
Type A,G-907,2019-09-20,7182,99.11,47,10,Navigation System,Semi-Urban,West Battalion,38,Dry
Type C,G-639,2020-01-27,2040,79.67,4,3,Gun System,Urban,North Battalion,36,Sunny
Type B,G-256,2015-09-19,3900,60.4,20,6,Sensors,Rural,North Battalion,28,Cool
Type B,G-622,2021-09-13,5385,74.36,39,10,Brakes,Rural,East Battalion,33,Cloudy
Type E,G-652,2019-10-14,1983,60.84,4,2,Transmission,Urban,East Battalion,29,Rainy
Type C,G-525,2024-04-28,4297,89.24,49,2,Armor Plating,Semi-Urban,West Battalion,37,Dry
Type D,G-457,2017-12-09,2289,76.07,20,4,Gun System,Rural,North Battalion,28,Cool
Type C,G-841,2017-10-23,6744,72.35,23,5,Sensors,Rural,East Battalion,33,Cloudy
Type C,G-128,2020-02-27,4124,60.41,25,1,Brakes,Urban,West Battalion,35,Hot
Type D,G-973,2019-08-12,4640,74.89,37,2,None,Rural,South Battalion,32,Humid
Type A,G-274,2023-04-07,123,84.82,32,1,None,Rural,North Battalion,30,Cool
Type E,G-864,2018-11-12,3173,77.1,36,7,Navigation System,Rural,North Battalion,29,Cool
Type E,G-824,2022-07-25,9579,65.88,5,2,None,Rural,East Battalion,32,Cloudy
Type D,G-893,2021-10-04,8722,73.31,11,9,Armor Plating,Rural,South Battalion,30,Humid
Type C,G-644,2021-07-26,9701,78.92,10,6,Sensors,Rural,North-East Battalion,27,Rainy
Type D,G-334,2020-12-16,9756,62.46,28,3,Transmission,Urban,North Battalion,37,Sunny
Type E,G-746,2024-02-02,1349,66.03,8,4,None,Urban,West Battalion,37,Hot
Type D,G-960,2022-12-19,1751,73.87,15,9,None,Rural,North Battalion,27,Cool
Type B,G-666,2023-01-28,1592,99.56,36,2,Gun System,Rural,North-East Battalion,27,Rainy
Type C,G-177,2017-06-08,2851,60.11,13,3,Sensors,Urban,North Battalion,36,Sunny
Type E,G-891,2021-03-07,101,94.63,42,1,None,Urban,South Battalion,36,Hot
Type C,G-607,2018-06-26,7565,90.45,12,1,Brakes,Rural,East Battalion,33,Cloudy
Type D,G-123,2020-11-19,2781,66.74,0,6,None,Semi-Urban,West Battalion,36,Dry
Type D,G-927,2022-02-20,6097,99.19,34,4,Armor Plating,Semi-Urban,West Battalion,40,Dry
Type A,G-979,2022-04-15,1437,89.87,21,7,None,Semi-Urban,West Battalion,39,Dry
Type B,G-860,2019-07-03,461,64.84,13,2,None,Urban,South Battalion,36,Hot
Type A,G-427,2017-02-09,397,82.57,30,7,Sensors,Urban,South Battalion,33,Hot
Type B,G-648,2016-01-31,1306,88.54,44,3,None,Semi-Urban,West Battalion,36,Dry
Type B,G-923,2024-03-09,2900,71.86,10,1,None,Urban,North Battalion,36,Sunny
Type E,G-177,2016-06-03,5574,92.58,47,3,None,Rural,North-East Battalion,27,Rainy
Type B,G-926,2019-04-14,2251,75.26,45,1,None,Rural,South Battalion,29,Humid
Type C,G-456,2024-09-16,1816,79.93,24,6,Navigation System,Urban,East Battalion,28,Rainy
Type D,G-185,2016-04-22,9382,99.43,41,4,None,Semi-Urban,West Battalion,34,Humid
Type D,G-436,2018-08-26,4186,73.12,13,3,Brakes,Rural,East Battalion,33,Cloudy
Type C,G-786,2020-03-13,8650,91.42,21,7,None,Rural,South Battalion,30,Humid
Type C,G-500,2019-09-15,1736,95.25,1,3,None,Semi-Urban,West Battalion,30,Humid
Type A,G-405,2017-10-06,4138,76.24,31,6,Wiring,Rural,South Battalion,29,Humid
Type C,G-164,2023-07-07,5564,93.42,41,7,None,Semi-Urban,West Battalion,30,Humid
Type B,G-557,2024-08-09,3097,72.78,39,2,Sensors,Urban,West Battalion,35,Hot
Type A,G-697,2022-10-23,8587,71.77,10,5,None,Urban,North Battalion,37,Sunny
Type A,G-948,2017-05-24,8398,92.78,7,7,Armor Plating,Rural,East Battalion,35,Cloudy
Type B,G-913,2017-01-26,1601,94.03,27,1,Navigation System,Rural,South Battalion,31,Humid
Type B,G-661,2016-05-22,2052,86.85,0,0,Wiring,Rural,North-East Battalion,26,Rainy
Type D,G-318,2016-04-21,5970,96.54,7,7,None,Rural,South Battalion,31,Humid
Type C,G-909,2023-01-07,8734,96.11,8,6,None,Semi-Urban,West Battalion,30,Humid
Type A,G-945,2015-11-14,4690,65.55,38,4,None,Rural,South Battalion,30,Humid
Type B,G-410,2022-01-02,4496,97.55,30,6,None,Semi-Urban,West Battalion,33,Humid
Type A,G-239,2018-04-09,2376,76.07,15,8,None,Rural,South Battalion,29,Humid
Type A,G-835,2015-03-19,1665,81.86,41,1,None,Rural,North Battalion,29,Cool
Type B,G-862,2024-07-18,1310,97.62,41,4,Armor Plating,Rural,East Battalion,32,Cloudy
Type D,G-551,2022-05-29,8979,66.1,3,6,None,Urban,South Battalion,34,Hot
Type A,G-103,2018-12-30,7346,97.99,28,3,None,Urban,East Battalion,30,Rainy
Type D,G-190,2019-04-18,7555,74.5,34,7,Engine,Rural,North Battalion,29,Cool
Type B,G-722,2017-12-30,1202,96.76,5,5,None,Rural,East Battalion,31,Cloudy
Type D,G-430,2019-02-03,3665,64.78,3,2,None,Urban,West Battalion,35,Hot
Type A,G-561,2021-06-27,3542,72.9,34,0,Armor Plating,Semi-Urban,West Battalion,33,Humid
Type D,G-971,2018-07-06,6599,99.71,8,0,Engine,Semi-Urban,West Battalion,32,Humid
Type C,G-975,2020-09-19,1526,94.03,31,3,None,Rural,North-East Battalion,25,Rainy
Type D,G-921,2015-05-12,9252,67.21,32,4,Brakes,Rural,North-East Battalion,25,Rainy
Type D,G-395,2017-08-08,120,77.99,42,2,Engine,Rural,North-East Battalion,29,Rainy
Type B,G-590,2021-11-03,9610,67.05,48,4,Sensors,Rural,North Battalion,28,Cool
Type A,G-853,2016-12-28,2692,65.42,19,1,None,Rural,North Battalion,28,Cool
Type C,G-306,2023-09-09,2796,72.02,36,4,None,Rural,South Battalion,32,Humid
Type E,G-695,2021-01-19,8182,78.4,18,4,None,Rural,North Battalion,29,Cool
Type A,G-395,2024-08-31,3372,61.29,8,5,None,Rural,North Battalion,29,Cool
Type D,G-983,2016-12-19,9018,66.21,42,2,None,Semi-Urban,West Battalion,33,Humid
Type E,G-998,2022-06-10,1213,92.33,24,7,None,Semi-Urban,West Battalion,38,Dry
Type D,G-770,2022-04-03,2599,64.22,18,2,None,Urban,North Battalion,37,Sunny
Type B,G-329,2020-10-30,9793,70.46,10,9,None,Urban,North Battalion,37,Sunny
Type B,G-152,2021-12-25,9800,84.18,48,9,Radar,Urban,East Battalion,32,Rainy
Type D,G-432,2015-09-24,1999,80.16,43,4,Navigation System,Rural,North-East Battalion,29,Rainy
Type D,G-708,2021-01-12,4095,87.91,17,5,None,Semi-Urban,West Battalion,31,Humid
Type B,G-389,2021-04-20,662,84.28,47,4,Transmission,Rural,South Battalion,31,Humid
Type C,G-221,2018-02-19,9501,85.25,50,1,Navigation System,Rural,North-East Battalion,26,Rainy
Type D,G-161,2018-12-29,7675,63.04,49,4,Navigation System,Urban,East Battalion,29,Rainy
Type C,G-820,2018-08-02,861,61.51,4,2,None,Semi-Urban,West Battalion,36,Dry
Type A,G-242,2020-03-28,1383,91.63,34,3,None,Semi-Urban,West Battalion,34,Humid
Type D,G-910,2020-02-19,8211,67.81,19,0,None,Urban,South Battalion,33,Hot
Type A,G-321,2020-12-01,1622,91.86,18,2,Brakes,Rural,South Battalion,29,Humid
Type C,G-336,2022-05-28,8904,60.03,46,5,Sensors,Rural,East Battalion,32,Cloudy
Type D,G-104,2020-01-31,1195,65.95,6,9,Sensors,Semi-Urban,West Battalion,39,Dry
Type A,G-759,2016-01-28,2524,71.22,44,3,Transmission,Semi-Urban,West Battalion,30,Humid
Type C,G-895,2021-06-13,1813,78.83,3,2,Engine,Semi-Urban,West Battalion,38,Dry
Type C,G-340,2017-08-15,8796,70.76,17,7,None,Rural,North Battalion,29,Cool
Type D,G-140,2018-10-14,3917,68.98,37,5,None,Rural,South Battalion,32,Humid
Type A,G-892,2025-01-27,1296,81.74,4,3,Transmission,Rural,East Battalion,31,Cloudy
Type B,G-591,2023-09-30,1901,90.64,39,2,None,Semi-Urban,West Battalion,37,Dry
Type A,G-559,2022-08-25,8620,70.05,5,6,None,Rural,East Battalion,33,Cloudy
