Aircraft Type,Aircraft ID,Purchase Timestamp,Usage Hours,Performance Metrics,Maintenance Logs,Number of Failures,Parts with Issues,State,Area,Battalion,Temperature,Weather
Type C,A-535,2024-09-24,3030,77.15,27,4,,Maharashtra,North Zone,Alpha Battalion,40.4,Stormy
Type A,A-993,2015-11-23,4498,85.54,24,3,,Punjab,Central Command,Delta Squadron,32.7,Cloudy
Type C,A-634,2016-05-03,7803,60.83,42,0,Transmission,Gujarat,East Zone,Echo Force,33.7,Rainy
Type C,A-158,2022-08-15,3743,72.19,15,3,,Maharashtra,East Zone,Delta Squadron,33.9,Cloudy
Type A,A-636,2023-02-09,9276,72.49,46,8,Sensors,Uttar Pradesh,West Zone,Echo Force,25.9,Cloudy
Type C,A-858,2024-09-26,7080,97.6,46,3,Gun System,Rajasthan,South Zone,Alpha Battalion,21.2,Windy
Type A,A-622,2025-02-16,9369,93.69,34,0,,Kerala,South Zone,Alpha Battalion,44.8,Cloudy
Type A,A-310,2023-02-16,9885,64.06,12,5,Wiring,Assam,South Zone,Alpha Battalion,39.7,Stormy
Type D,A-624,2024-04-13,4885,64.12,21,1,,Uttar Pradesh,North Zone,Bravo Battalion,38.5,Sunny
Type E,A-194,2023-07-14,4747,98.75,43,6,,Tamil Nadu,Central Command,Alpha Battalion,24.0,Stormy
Type A,A-894,2019-06-05,9265,68.11,5,9,Sensors,Uttar Pradesh,North Zone,Echo Force,44.3,Cloudy
Type C,A-335,2017-06-24,5231,97.37,19,3,,Rajasthan,Central Command,Bravo Battalion,22.9,Rainy
Type B,A-292,2016-04-16,1643,70.36,7,8,,West Bengal,South Zone,Delta Squadron,37.8,Sunny
Type B,A-927,2022-12-29,6358,73.47,22,9,Brakes,Gujarat,East Zone,Bravo Battalion,32.5,Cloudy
Type B,A-246,2016-04-22,1021,94.19,10,1,,Rajasthan,Central Command,Alpha Battalion,22.1,Sunny
Type D,A-885,2018-06-01,7377,72.65,7,5,Gun System,Kerala,South Zone,Bravo Battalion,36.2,Rainy
Type A,A-926,2022-04-26,8307,65.74,37,7,Sensors,Kerala,South Zone,Alpha Battalion,43.9,Windy
Type B,A-874,2017-07-22,838,93.7,12,0,Engine,Rajasthan,North Zone,Delta Squadron,38.3,Cloudy
Type A,A-635,2022-01-01,2499,63.46,28,2,Brakes,Gujarat,East Zone,Delta Squadron,38.9,Cloudy
Type D,A-707,2017-05-02,4045,82.68,4,4,Engine,Tamil Nadu,South Zone,Echo Force,23.1,Stormy
Type B,A-883,2022-06-03,4440,77.72,0,0,Wiring,Assam,South Zone,Delta Squadron,18.5,Foggy
Type E,A-768,2019-09-22,6365,94.27,19,8,,Maharashtra,Central Command,Echo Force,40.1,Foggy
Type C,A-427,2018-11-01,6363,73.22,18,3,Sensors,Rajasthan,West Zone,Alpha Battalion,22.1,Sunny
Type E,A-619,2017-02-21,8263,72.45,41,8,Sensors,Maharashtra,North Zone,Bravo Battalion,32.2,Windy
Type A,A-855,2023-04-28,156,78.19,47,1,Sensors,Assam,East Zone,Alpha Battalion,44.3,Sunny
Type A,A-758,2015-05-10,4289,76.09,33,2,,Tamil Nadu,Central Command,Charlie Battalion,30.8,Cloudy
Type B,A-842,2020-02-09,9963,73.14,5,3,Radar,Tamil Nadu,Central Command,Alpha Battalion,42.3,Stormy
Type D,A-391,2024-07-29,3813,87.98,48,7,,Maharashtra,West Zone,Charlie Battalion,34.4,Foggy
Type D,A-244,2018-06-17,2502,78.34,39,6,Transmission,Uttar Pradesh,South Zone,Bravo Battalion,15.0,Cloudy
Type E,A-801,2020-10-11,5825,65.39,39,2,Engine,Gujarat,East Zone,Alpha Battalion,38.9,Cloudy
Type B,A-668,2022-05-16,3942,74.15,19,8,Gun System,Tamil Nadu,East Zone,Delta Squadron,14.6,Stormy
Type E,A-194,2015-06-12,5286,86.48,28,3,Gun System,Tamil Nadu,West Zone,Charlie Battalion,25.6,Rainy
Type E,A-501,2019-10-07,1758,76.48,3,3,,Tamil Nadu,East Zone,Charlie Battalion,37.0,Rainy
Type B,A-153,2022-02-02,3351,90.19,16,9,Brakes,Uttar Pradesh,West Zone,Alpha Battalion,44.9,Stormy
Type A,A-139,2015-12-14,5312,66.67,4,5,Armor Plating,Punjab,South Zone,Charlie Battalion,19.9,Rainy
Type C,A-401,2024-07-15,7977,89.8,21,1,,Delhi,South Zone,Alpha Battalion,21.7,Sunny
Type C,A-764,2018-12-02,7672,94.56,29,7,,Rajasthan,South Zone,Alpha Battalion,26.2,Windy
Type A,A-960,2017-12-17,1962,94.16,34,3,Sensors,Tamil Nadu,Central Command,Bravo Battalion,10.0,Cloudy
Type D,A-692,2015-04-11,3557,95.43,36,4,Navigation System,Delhi,West Zone,Charlie Battalion,28.2,Rainy
Type A,A-782,2023-03-26,2461,78.4,34,6,,Gujarat,East Zone,Bravo Battalion,18.8,Rainy
Type E,A-395,2021-09-30,8832,98.41,16,1,,West Bengal,West Zone,Alpha Battalion,32.1,Stormy
Type E,A-862,2019-08-25,9120,79.34,22,1,Brakes,West Bengal,South Zone,Alpha Battalion,44.9,Sunny
Type B,A-425,2019-05-11,4561,84.15,15,9,Engine,Rajasthan,West Zone,Delta Squadron,13.3,Foggy
Type D,A-603,2024-06-01,9339,93.19,1,3,Engine,West Bengal,Central Command,Charlie Battalion,10.4,Stormy
Type A,A-983,2020-10-29,2118,78.31,31,7,,Delhi,North Zone,Alpha Battalion,41.8,Rainy
Type E,A-789,2016-05-26,1142,60.57,1,3,,Rajasthan,West Zone,Bravo Battalion,31.9,Rainy
Type D,A-683,2021-06-23,1147,92.23,38,1,Transmission,Tamil Nadu,North Zone,Bravo Battalion,15.8,Rainy
Type B,A-140,2016-06-08,5471,65.02,15,7,Engine,Rajasthan,North Zone,Echo Force,15.1,Windy
Type B,A-942,2025-02-17,2962,87.03,27,2,Radar,Delhi,West Zone,Alpha Battalion,20.2,Windy
Type B,A-953,2024-06-28,6213,89.0,27,5,Wiring,Rajasthan,East Zone,Echo Force,14.2,Stormy
Type E,A-750,2020-04-09,3196,66.93,28,4,Armor Plating,Gujarat,West Zone,Charlie Battalion,31.6,Windy
Type B,A-135,2015-10-24,6767,80.05,20,9,,West Bengal,Central Command,Bravo Battalion,28.0,Cloudy
Type A,A-391,2017-07-29,4970,63.64,13,2,Brakes,Assam,East Zone,Bravo Battalion,10.6,Sunny
Type A,A-445,2019-10-28,4407,68.37,29,3,Gun System,Delhi,South Zone,Charlie Battalion,22.6,Sunny
Type D,A-872,2016-12-04,4575,80.38,14,4,Transmission,Gujarat,North Zone,Bravo Battalion,38.0,Stormy
Type C,A-861,2024-09-24,103,67.39,48,6,Gun System,Uttar Pradesh,East Zone,Bravo Battalion,29.4,Cloudy
Type E,A-952,2022-10-10,5209,62.27,24,0,,Maharashtra,East Zone,Charlie Battalion,29.6,Windy
Type D,A-430,2022-08-19,4086,90.42,37,5,Radar,Maharashtra,West Zone,Echo Force,37.6,Foggy
Type C,A-203,2016-10-02,5392,68.43,1,5,,Gujarat,Central Command,Bravo Battalion,15.6,Sunny
Type A,A-316,2018-01-13,5970,72.94,38,1,Engine,West Bengal,West Zone,Delta Squadron,41.7,Cloudy
Type C,A-563,2019-06-22,898,74.3,12,7,Wiring,Punjab,South Zone,Charlie Battalion,25.4,Windy
Type A,A-308,2021-09-14,9063,73.73,49,3,Engine,Gujarat,South Zone,Delta Squadron,43.6,Cloudy
Type C,A-843,2015-10-03,2957,64.75,2,2,Transmission,Gujarat,Central Command,Bravo Battalion,44.0,Cloudy
Type E,A-218,2016-05-05,5664,95.96,24,5,Navigation System,Assam,East Zone,Echo Force,29.2,Sunny
Type D,A-157,2023-01-28,6798,69.83,0,1,,West Bengal,West Zone,Delta Squadron,13.5,Foggy
Type B,A-488,2023-11-10,9863,96.47,3,6,Armor Plating,Assam,South Zone,Delta Squadron,17.9,Windy
Type D,A-782,2017-03-23,2169,83.8,48,4,,Gujarat,South Zone,Charlie Battalion,26.3,Rainy
Type A,A-552,2018-08-14,216,67.03,39,1,,Tamil Nadu,East Zone,Bravo Battalion,19.9,Windy
Type B,A-863,2019-03-22,3843,86.91,37,4,,Tamil Nadu,South Zone,Alpha Battalion,42.4,Rainy
Type B,A-737,2016-01-02,6570,94.95,29,4,Armor Plating,Delhi,West Zone,Bravo Battalion,12.1,Windy
Type B,A-442,2025-02-01,2647,75.36,2,3,,Uttar Pradesh,Central Command,Bravo Battalion,25.3,Windy
Type A,A-606,2021-01-30,5912,71.47,18,3,,Gujarat,West Zone,Echo Force,17.3,Sunny
Type D,A-245,2019-05-06,8495,80.9,4,5,,Gujarat,South Zone,Echo Force,28.2,Foggy
Type D,A-319,2020-08-27,7826,62.93,14,4,Brakes,Tamil Nadu,West Zone,Delta Squadron,14.1,Stormy
Type D,A-104,2016-06-09,3726,94.64,24,3,,Gujarat,South Zone,Bravo Battalion,20.6,Windy
Type C,A-319,2019-05-28,5710,66.68,1,9,,Kerala,East Zone,Echo Force,11.5,Cloudy
Type A,A-327,2015-06-29,2666,92.39,32,8,Navigation System,Punjab,West Zone,Charlie Battalion,21.2,Stormy
Type B,A-582,2020-03-27,2268,85.1,44,3,Wiring,Assam,West Zone,Delta Squadron,22.9,Stormy
Type C,A-192,2020-11-03,1145,96.49,32,4,,Gujarat,East Zone,Bravo Battalion,20.3,Rainy
Type A,A-940,2021-12-02,1850,64.95,18,5,,Kerala,East Zone,Charlie Battalion,22.8,Sunny
Type D,A-641,2023-11-17,6606,73.35,25,3,,Rajasthan,East Zone,Alpha Battalion,32.3,Foggy
Type C,A-952,2019-04-08,559,85.12,38,1,Sensors,Assam,North Zone,Bravo Battalion,40.5,Sunny
Type D,A-721,2019-09-28,2887,94.72,30,3,Brakes,Uttar Pradesh,South Zone,Echo Force,17.4,Cloudy
Type B,A-992,2016-07-29,5657,61.59,30,4,,Kerala,West Zone,Alpha Battalion,11.1,Rainy
Type B,A-124,2020-03-29,3927,82.36,30,10,,West Bengal,West Zone,Echo Force,29.1,Sunny
Type A,A-883,2023-10-07,1106,99.23,46,4,Radar,Delhi,Central Command,Echo Force,30.8,Cloudy
Type C,A-912,2023-06-18,5654,67.69,17,2,Radar,West Bengal,East Zone,Charlie Battalion,11.5,Cloudy
Type D,A-219,2023-09-24,7651,87.63,26,8,Wiring,West Bengal,East Zone,Charlie Battalion,19.2,Windy
Type B,A-805,2016-02-24,9824,66.9,14,2,,Delhi,East Zone,Alpha Battalion,29.2,Rainy
Type B,A-491,2018-06-16,317,95.51,17,6,,Kerala,West Zone,Charlie Battalion,22.7,Foggy
Type C,A-252,2023-02-25,5136,85.17,22,7,Gun System,Gujarat,South Zone,Alpha Battalion,29.4,Cloudy
Type B,A-300,2015-09-17,769,69.41,32,2,,Uttar Pradesh,South Zone,Echo Force,25.4,Cloudy
Type C,A-239,2015-03-24,7606,71.77,13,5,,Maharashtra,West Zone,Charlie Battalion,42.6,Cloudy
Type A,A-414,2015-10-15,6743,90.85,21,6,,Assam,West Zone,Delta Squadron,24.5,Foggy
Type E,A-268,2017-10-09,3852,89.27,30,2,Engine,West Bengal,East Zone,Charlie Battalion,20.4,Sunny
Type D,A-320,2017-03-08,2518,64.68,12,3,Sensors,Maharashtra,West Zone,Delta Squadron,29.8,Stormy
Type B,A-908,2020-08-20,563,70.05,5,2,,West Bengal,North Zone,Delta Squadron,18.4,Cloudy
Type B,A-546,2016-02-19,483,61.46,44,7,Navigation System,Kerala,South Zone,Delta Squadron,33.8,Sunny
Type E,A-403,2020-08-09,3236,71.52,10,1,,Delhi,South Zone,Bravo Battalion,44.6,Sunny
Type E,A-339,2022-01-20,5807,68.69,26,5,,Uttar Pradesh,North Zone,Echo Force,23.8,Foggy
Type D,A-470,2024-11-25,7174,96.26,30,5,Navigation System,Punjab,Central Command,Echo Force,32.1,Foggy
Type D,A-266,2019-09-13,4136,86.39,41,7,Engine,Maharashtra,East Zone,Bravo Battalion,43.4,Windy
Type C,A-706,2019-02-20,102,84.39,2,6,Engine,Delhi,Central Command,Alpha Battalion,24.0,Rainy
Type D,A-392,2021-08-02,7885,66.54,39,3,Gun System,Kerala,Central Command,Charlie Battalion,10.0,Stormy
Type B,A-922,2020-08-07,520,68.27,32,6,Sensors,Kerala,Central Command,Alpha Battalion,41.9,Cloudy
Type E,A-249,2019-05-17,5116,95.72,38,2,Sensors,Kerala,North Zone,Bravo Battalion,36.8,Stormy
Type B,A-717,2015-12-27,2531,60.28,24,5,Radar,Uttar Pradesh,Central Command,Charlie Battalion,39.7,Rainy
Type C,A-233,2018-04-12,8107,70.89,30,6,Transmission,Gujarat,West Zone,Charlie Battalion,39.1,Cloudy
Type B,A-662,2017-07-13,7257,70.92,28,7,,Uttar Pradesh,North Zone,Bravo Battalion,40.2,Cloudy
Type D,A-541,2016-10-22,6864,86.05,32,2,Sensors,West Bengal,East Zone,Bravo Battalion,11.0,Sunny
Type B,A-166,2019-10-14,1509,94.11,31,9,Navigation System,Rajasthan,East Zone,Alpha Battalion,15.3,Rainy
Type C,A-386,2018-02-14,6803,84.46,44,0,,Assam,South Zone,Alpha Battalion,38.4,Windy
Type E,A-758,2018-03-22,9185,88.63,38,2,Brakes,Punjab,North Zone,Bravo Battalion,20.7,Cloudy
Type B,A-175,2020-12-28,9564,65.0,19,4,,Gujarat,North Zone,Delta Squadron,11.0,Foggy
Type A,A-459,2019-11-18,7723,83.05,12,7,,Gujarat,North Zone,Bravo Battalion,27.1,Stormy
Type B,A-914,2019-12-18,4602,80.85,31,6,Wiring,Rajasthan,South Zone,Bravo Battalion,22.9,Cloudy
Type E,A-411,2018-06-26,5679,80.45,9,0,Radar,Uttar Pradesh,South Zone,Delta Squadron,38.1,Sunny
Type E,A-959,2018-12-26,4859,90.64,3,5,Sensors,Tamil Nadu,North Zone,Bravo Battalion,20.2,Foggy
Type A,A-851,2022-01-19,6563,70.78,0,3,Gun System,Tamil Nadu,Central Command,Echo Force,40.4,Sunny
Type C,A-598,2015-12-20,1139,75.91,43,1,,Maharashtra,South Zone,Charlie Battalion,39.6,Stormy
Type B,A-904,2023-08-17,2340,71.44,38,4,,Gujarat,East Zone,Echo Force,24.1,Rainy
Type E,A-973,2020-11-07,8923,96.84,10,5,Wiring,Maharashtra,East Zone,Delta Squadron,34.1,Foggy
Type E,A-816,2015-05-17,8246,60.98,39,0,Radar,Tamil Nadu,South Zone,Charlie Battalion,34.8,Rainy
Type D,A-893,2017-09-22,7554,86.96,37,9,,Kerala,Central Command,Charlie Battalion,44.8,Foggy
Type D,A-197,2019-09-08,5317,80.84,35,3,Engine,Assam,East Zone,Bravo Battalion,18.5,Stormy
Type C,A-919,2018-07-02,1384,95.98,12,3,Radar,Tamil Nadu,South Zone,Echo Force,35.2,Foggy
Type A,A-603,2019-03-20,6271,99.4,20,3,Sensors,Rajasthan,North Zone,Delta Squadron,15.5,Windy
Type C,A-896,2018-12-15,8640,97.41,8,2,,Delhi,East Zone,Bravo Battalion,12.5,Windy
Type D,A-441,2020-02-12,5284,73.67,35,4,,Uttar Pradesh,West Zone,Alpha Battalion,19.8,Windy
Type C,A-448,2021-12-24,567,73.16,31,4,Gun System,Uttar Pradesh,East Zone,Echo Force,41.1,Cloudy
Type B,A-527,2016-04-25,4449,91.39,43,7,,Assam,North Zone,Bravo Battalion,13.0,Windy
Type B,A-295,2016-10-27,5912,66.11,43,4,Transmission,Assam,West Zone,Bravo Battalion,16.3,Stormy
Type A,A-935,2021-05-12,3371,74.44,19,1,,Uttar Pradesh,South Zone,Delta Squadron,16.2,Sunny
Type D,A-113,2019-03-13,7265,62.76,18,2,Gun System,West Bengal,East Zone,Charlie Battalion,43.2,Foggy
Type E,A-279,2015-06-29,747,87.07,48,0,Wiring,Assam,Central Command,Bravo Battalion,13.4,Cloudy
Type D,A-334,2019-05-16,6283,98.06,28,4,,Delhi,East Zone,Echo Force,33.2,Rainy
Type C,A-801,2023-02-16,6135,69.48,20,7,,Tamil Nadu,Central Command,Delta Squadron,26.6,Cloudy
Type E,A-747,2016-09-19,2588,72.11,16,4,,Tamil Nadu,West Zone,Bravo Battalion,32.9,Windy
Type B,A-497,2016-09-29,8213,95.52,0,0,,Assam,Central Command,Echo Force,18.7,Foggy
Type B,A-142,2017-04-12,9478,99.44,21,10,Gun System,Uttar Pradesh,Central Command,Alpha Battalion,27.1,Windy
Type D,A-652,2023-03-31,5325,99.53,40,0,,Punjab,Central Command,Delta Squadron,30.6,Stormy
Type E,A-801,2024-04-05,8897,91.86,49,3,,Tamil Nadu,West Zone,Charlie Battalion,31.9,Foggy
Type D,A-535,2023-03-02,7569,83.26,10,6,Engine,West Bengal,Central Command,Bravo Battalion,36.4,Rainy
Type B,A-944,2017-06-19,2969,61.86,27,8,Gun System,Punjab,West Zone,Bravo Battalion,17.0,Foggy
Type B,A-763,2019-05-21,8936,68.38,50,4,Radar,Kerala,West Zone,Echo Force,13.5,Rainy
Type E,A-402,2019-07-31,1814,70.32,23,2,Brakes,Punjab,East Zone,Bravo Battalion,15.9,Cloudy
Type D,A-647,2025-02-25,1896,70.3,7,1,Brakes,West Bengal,North Zone,Alpha Battalion,33.3,Sunny
Type E,A-262,2021-07-17,6925,80.6,50,4,,Tamil Nadu,South Zone,Charlie Battalion,37.9,Sunny
Type B,A-107,2024-07-28,9823,77.42,35,8,,Assam,North Zone,Delta Squadron,28.3,Cloudy
Type D,A-400,2022-02-26,2603,87.94,31,5,,West Bengal,East Zone,Bravo Battalion,22.6,Foggy
Type D,A-221,2022-02-07,6854,85.73,27,8,Armor Plating,Rajasthan,North Zone,Echo Force,22.8,Foggy
Type D,A-214,2018-02-18,3642,62.55,50,5,,Kerala,North Zone,Charlie Battalion,19.2,Foggy
Type D,A-422,2018-08-20,677,91.05,48,6,,Tamil Nadu,Central Command,Bravo Battalion,31.9,Stormy
Type C,A-435,2018-09-08,9167,62.71,44,3,,Gujarat,North Zone,Echo Force,20.6,Stormy
Type E,A-235,2019-07-31,7260,61.42,44,6,Armor Plating,Rajasthan,West Zone,Bravo Battalion,32.3,Cloudy
Type D,A-845,2019-10-18,632,98.14,37,5,Armor Plating,Assam,West Zone,Alpha Battalion,18.3,Rainy
Type C,A-419,2023-05-23,6752,62.94,34,7,Navigation System,Kerala,West Zone,Charlie Battalion,39.5,Foggy
Type D,A-841,2015-12-04,494,74.48,39,4,Engine,Uttar Pradesh,Central Command,Bravo Battalion,20.2,Rainy
Type B,A-165,2023-09-05,275,99.46,21,8,,Assam,East Zone,Bravo Battalion,24.1,Rainy
Type D,A-655,2015-05-21,9357,80.12,45,5,,Uttar Pradesh,North Zone,Charlie Battalion,32.0,Sunny
Type A,A-135,2022-12-07,1201,91.91,31,4,Gun System,Maharashtra,East Zone,Alpha Battalion,33.5,Cloudy
Type E,A-318,2020-04-04,7807,63.16,18,0,Sensors,Kerala,West Zone,Alpha Battalion,32.5,Sunny
Type D,A-853,2021-06-23,9657,90.81,4,6,,Kerala,West Zone,Bravo Battalion,20.3,Windy
Type E,A-984,2019-02-28,4415,78.59,44,4,,Gujarat,South Zone,Alpha Battalion,43.8,Sunny
Type A,A-213,2021-04-10,706,72.48,15,4,Brakes,Maharashtra,Central Command,Delta Squadron,29.3,Windy
Type A,A-935,2016-09-22,3286,87.28,6,6,,West Bengal,Central Command,Bravo Battalion,14.4,Windy
Type A,A-977,2021-07-28,4842,93.52,0,1,Wiring,Gujarat,Central Command,Delta Squadron,41.4,Foggy
Type E,A-387,2019-02-24,9957,99.58,4,1,,Uttar Pradesh,West Zone,Echo Force,23.6,Windy
Type D,A-929,2018-10-01,1462,65.09,26,8,,Punjab,North Zone,Delta Squadron,29.8,Stormy
Type E,A-445,2015-08-25,6729,96.84,17,6,,Rajasthan,South Zone,Charlie Battalion,23.0,Foggy
Type D,A-113,2018-10-15,4833,86.94,16,5,,Gujarat,North Zone,Alpha Battalion,39.8,Sunny
Type B,A-549,2024-07-28,9889,96.69,41,6,Navigation System,Delhi,West Zone,Echo Force,42.2,Sunny
Type D,A-163,2016-03-09,6441,85.94,13,9,Wiring,Punjab,North Zone,Alpha Battalion,22.0,Foggy
Type D,A-823,2017-07-21,4079,66.33,1,5,,Tamil Nadu,West Zone,Bravo Battalion,12.0,Stormy
Type E,A-479,2021-06-11,8008,60.22,46,3,Navigation System,Assam,North Zone,Alpha Battalion,14.2,Foggy
Type C,A-742,2019-11-25,1858,62.73,38,8,Sensors,Kerala,West Zone,Alpha Battalion,15.9,Rainy
Type D,A-175,2024-12-30,2391,94.25,36,4,Navigation System,Rajasthan,East Zone,Bravo Battalion,35.6,Rainy
Type D,A-430,2017-08-04,3146,68.68,30,10,Gun System,Maharashtra,Central Command,Charlie Battalion,31.0,Foggy
Type E,A-282,2018-02-14,2405,71.94,10,3,,Maharashtra,South Zone,Delta Squadron,19.7,Windy
Type B,A-353,2018-08-26,7019,74.03,4,8,,Gujarat,South Zone,Charlie Battalion,12.9,Stormy
Type D,A-571,2023-05-06,3548,96.63,11,4,,Rajasthan,South Zone,Bravo Battalion,40.2,Windy
Type C,A-960,2024-08-10,9094,97.91,28,3,,Rajasthan,West Zone,Echo Force,25.8,Cloudy
Type A,A-443,2018-10-18,887,80.78,8,1,Armor Plating,Uttar Pradesh,South Zone,Delta Squadron,29.0,Cloudy
Type D,A-248,2019-07-14,3010,97.83,5,5,,Punjab,North Zone,Echo Force,41.6,Rainy
Type E,A-374,2021-10-19,9760,86.63,36,7,Sensors,Maharashtra,South Zone,Bravo Battalion,18.7,Windy
Type A,A-633,2017-07-21,177,91.5,18,3,Brakes,Kerala,East Zone,Bravo Battalion,24.0,Sunny
Type C,A-324,2021-06-29,210,82.44,43,2,Wiring,Kerala,South Zone,Bravo Battalion,19.7,Cloudy
Type E,A-456,2022-02-12,4147,79.87,44,4,,Uttar Pradesh,South Zone,Echo Force,15.3,Rainy
Type E,A-156,2023-01-05,8512,84.03,49,6,Radar,Assam,Central Command,Charlie Battalion,36.6,Foggy
Type E,A-959,2020-09-18,3684,76.22,0,5,,Assam,East Zone,Bravo Battalion,17.8,Stormy
Type A,A-946,2015-11-14,503,73.3,42,4,Transmission,Uttar Pradesh,East Zone,Echo Force,19.1,Cloudy
Type A,A-864,2023-07-22,2258,97.96,49,1,Gun System,Gujarat,East Zone,Alpha Battalion,28.6,Sunny
Type A,A-179,2021-08-13,7033,63.6,30,5,,Assam,North Zone,Charlie Battalion,21.1,Stormy
Type C,A-117,2024-04-13,4756,84.08,0,9,Brakes,Delhi,Central Command,Charlie Battalion,41.7,Rainy
Type C,A-368,2025-01-14,1790,72.45,19,6,Wiring,Tamil Nadu,Central Command,Charlie Battalion,14.5,Windy
Type E,A-910,2024-09-29,3629,99.88,5,4,Transmission,Uttar Pradesh,South Zone,Alpha Battalion,33.2,Sunny
Type C,A-843,2024-07-16,676,86.15,24,9,,Kerala,Central Command,Delta Squadron,41.0,Sunny
Type A,A-244,2015-03-07,7644,62.12,22,4,Armor Plating,Delhi,Central Command,Charlie Battalion,21.8,Windy
Type C,A-643,2016-04-03,4309,73.82,22,1,Wiring,Rajasthan,South Zone,Echo Force,31.8,Foggy
Type A,A-700,2020-07-18,1195,70.77,31,2,,Kerala,North Zone,Bravo Battalion,12.9,Stormy
Type A,A-516,2020-08-24,8640,95.58,40,2,Radar,Rajasthan,West Zone,Alpha Battalion,17.3,Foggy
Type E,A-660,2017-11-29,6585,96.65,16,2,Navigation System,Punjab,West Zone,Charlie Battalion,33.5,Sunny
Type B,A-617,2017-05-11,481,84.47,8,4,,Tamil Nadu,North Zone,Charlie Battalion,35.5,Sunny
Type C,A-378,2017-11-23,7328,93.45,50,5,,Rajasthan,East Zone,Charlie Battalion,44.4,Cloudy
Type E,A-147,2015-04-20,6073,80.4,47,5,Sensors,Delhi,East Zone,Delta Squadron,16.5,Rainy
Type A,A-845,2018-02-20,9614,73.46,11,4,,Maharashtra,North Zone,Delta Squadron,24.4,Foggy
Type E,A-892,2019-07-17,4216,80.13,40,9,Brakes,Punjab,North Zone,Echo Force,25.7,Windy
Type D,A-652,2019-06-04,3402,62.31,14,3,Navigation System,Kerala,North Zone,Alpha Battalion,26.4,Cloudy
Type C,A-527,2023-12-11,3223,67.26,2,4,Gun System,Delhi,North Zone,Charlie Battalion,20.8,Cloudy
Type D,A-660,2024-06-06,3081,94.22,14,6,,Rajasthan,West Zone,Charlie Battalion,16.9,Stormy
Type A,A-338,2017-06-12,5013,63.88,19,6,,Assam,East Zone,Bravo Battalion,12.5,Sunny
Type E,A-963,2017-04-09,1321,60.67,20,4,Engine,Assam,Central Command,Echo Force,30.1,Sunny
Type B,A-473,2023-06-13,3370,80.75,30,6,Navigation System,Gujarat,South Zone,Charlie Battalion,25.8,Foggy
Type A,A-844,2017-12-10,3846,96.5,16,8,Gun System,Rajasthan,Central Command,Alpha Battalion,37.8,Foggy
Type A,A-536,2018-10-19,593,71.72,29,6,,Maharashtra,West Zone,Bravo Battalion,28.2,Windy
Type E,A-121,2021-07-16,599,63.99,46,6,Transmission,Gujarat,South Zone,Echo Force,26.1,Cloudy
Type B,A-260,2019-03-02,8283,88.9,7,1,,Gujarat,North Zone,Charlie Battalion,38.1,Foggy
Type A,A-784,2017-02-22,7687,76.27,31,8,,Kerala,South Zone,Echo Force,40.8,Sunny
Type A,A-709,2021-12-23,3536,89.1,28,9,,Punjab,West Zone,Echo Force,41.7,Stormy
Type B,A-720,2018-05-21,5701,64.05,20,5,Engine,Tamil Nadu,East Zone,Alpha Battalion,39.2,Sunny
Type B,A-650,2017-02-15,3700,84.78,35,2,Radar,Gujarat,North Zone,Charlie Battalion,38.3,Stormy
Type D,A-649,2018-03-02,7830,74.8,25,2,Armor Plating,Punjab,East Zone,Bravo Battalion,11.7,Cloudy
Type C,A-459,2023-08-16,9194,88.26,23,7,Engine,Punjab,West Zone,Echo Force,35.9,Sunny
Type A,A-289,2019-11-30,2288,74.48,24,4,Radar,Tamil Nadu,South Zone,Alpha Battalion,44.8,Sunny
Type B,A-401,2023-01-30,793,71.12,32,7,Radar,Tamil Nadu,West Zone,Echo Force,31.8,Foggy
Type E,A-408,2024-09-12,8106,61.64,13,3,,Assam,South Zone,Bravo Battalion,14.3,Foggy
Type E,A-960,2025-01-22,2066,86.84,39,4,Armor Plating,Rajasthan,West Zone,Echo Force,21.7,Sunny
Type C,A-343,2025-02-07,8932,70.99,40,6,Gun System,West Bengal,Central Command,Bravo Battalion,35.2,Stormy
Type E,A-283,2017-03-26,2664,71.35,42,7,,Rajasthan,East Zone,Echo Force,16.9,Sunny
Type B,A-265,2023-08-21,3027,62.2,44,0,,Maharashtra,East Zone,Charlie Battalion,23.2,Cloudy
Type D,A-892,2016-07-15,8855,88.62,32,1,Sensors,Kerala,Central Command,Bravo Battalion,15.7,Rainy
Type D,A-868,2021-04-10,5816,62.94,22,7,Navigation System,West Bengal,North Zone,Bravo Battalion,33.4,Cloudy
Type C,A-574,2019-06-02,7391,73.4,2,4,,Uttar Pradesh,West Zone,Bravo Battalion,34.8,Cloudy
Type E,A-550,2018-01-17,8847,86.61,27,2,Navigation System,West Bengal,East Zone,Bravo Battalion,22.7,Cloudy
Type D,A-980,2020-03-03,2937,83.6,43,2,Sensors,Assam,Central Command,Charlie Battalion,41.1,Stormy
Type A,A-782,2019-11-07,4318,92.2,17,4,Brakes,Tamil Nadu,South Zone,Charlie Battalion,25.3,Cloudy
Type C,A-969,2021-05-20,8403,81.43,48,5,Wiring,West Bengal,South Zone,Bravo Battalion,35.6,Windy
Type A,A-231,2020-06-20,5928,92.77,28,4,,Rajasthan,South Zone,Charlie Battalion,32.4,Windy
Type A,A-915,2024-04-18,6664,76.14,8,6,Radar,Maharashtra,Central Command,Echo Force,27.1,Rainy
