Vehicle Type,Vehicle ID,Purchase Timestamp,Usage Hours,Performance Metrics,Maintenance Logs,Number of Failures,Parts with Issues,State,Area,Battalion,Temperature,Weather Conditions
Type E,V-913,2016-08-28,3892,87.4,24,9,None,Assam,Plains,Dogra Regiment,20,Clear Skies
Type E,V-439,2023-05-13,6484,89.58,45,8,Engine,Rajasthan,Desert,Jat Regiment,41,Hot and Dry
Type E,V-739,2018-08-04,2033,78.66,26,1,None,Sikkim,Mountainous,Sikh Light Infantry,0,Extreme Cold
Type C,V-521,2023-03-27,2538,64.22,3,1,Navigation System,Sikkim,Mountainous,Kumaon Regiment,-8,Foggy
Type E,V-567,2023-12-07,7674,78.13,46,7,Transmission,Arunachal Pradesh,Jungle,Rajput Regiment,20,Foggy
Type E,V-450,2021-06-24,1965,60.72,42,6,None,Arunachal Pradesh,Jungle,Jat Regiment,20,Heavy Rain
Type B,V-419,2016-08-10,3300,68.39,46,6,Navigation System,Jammu & Kashmir,Mountainous,Rajput Regiment,1,Extreme Cold
Type A,V-221,2023-03-07,3421,68.67,21,5,None,Manipur,Jungle,Naga Regiment,22,Heavy Rain
Type E,V-635,2017-07-05,820,79.44,40,7,None,Sikkim,Mountainous,Dogra Regiment,-9,Extreme Cold
Type D,V-531,2022-04-10,7187,92.24,34,7,Engine,Rajasthan,Desert,Punjab Regiment,46,Hot and Dry
Type B,V-328,2024-04-13,854,96.01,35,4,Gun System,Assam,Plains,Sikh Light Infantry,13,Foggy
Type C,V-898,2018-08-14,7903,62.68,16,9,None,Himachal Pradesh,Hilly,Dogra Regiment,14,Rainy
Type B,V-245,2022-07-14,3023,60.53,21,1,Navigation System,Assam,Plains,Sikh Light Infantry,27,Mild Cold
Type C,V-181,2020-08-22,9410,72.08,18,2,Armor Plating,Nagaland,Jungle,Gorkha Rifles,28,Foggy
Type D,V-275,2024-08-01,2581,86.31,34,4,Brakes,Uttarakhand,Mountainous,Kumaon Regiment,-6,Extreme Cold
Type C,V-930,2019-10-20,2458,92.28,41,5,None,Punjab,Plains,Rajput Regiment,14,Foggy
Type A,V-716,2024-11-25,6280,63.29,33,4,None,Punjab,Plains,Gorkha Rifles,23,Clear Skies
Type E,V-514,2024-06-05,6587,93.78,23,2,None,Manipur,Jungle,Punjab Regiment,25,Humid
Type C,V-271,2019-04-03,2404,63.77,28,8,None,Rajasthan,Desert,Kumaon Regiment,36,Dust Storms
Type E,V-943,2020-05-28,7152,67.3,39,7,None,Rajasthan,Desert,Gorkha Rifles,31,Dust Storms
Type A,V-458,2024-04-21,3399,71.53,5,5,None,Assam,Plains,Rajput Regiment,10,Clear Skies
Type A,V-784,2015-09-05,5168,60.48,21,2,Wiring,Nagaland,Jungle,Assam Rifles,26,Heavy Rain
Type A,V-995,2020-11-27,8486,86.21,27,6,Engine,Uttarakhand,Mountainous,Assam Rifles,3,Snowfall
Type D,V-709,2019-05-28,5058,86.11,15,5,None,Manipur,Jungle,Rajput Regiment,20,Heavy Rain
Type E,V-282,2021-06-27,364,88.14,50,7,None,Jammu & Kashmir,Mountainous,Naga Regiment,4,Extreme Cold
Type C,V-824,2017-07-21,6234,61.37,43,1,Brakes,Rajasthan,Desert,Rajput Regiment,34,Dust Storms
Type E,V-308,2022-12-14,6540,61.55,42,5,None,Assam,Plains,Sikh Light Infantry,14,Clear Skies
Type E,V-358,2019-08-13,2716,78.78,45,3,Gun System,Manipur,Jungle,Jat Regiment,27,Heavy Rain
Type E,V-100,2022-08-05,971,77.66,5,3,Engine,Uttarakhand,Mountainous,Dogra Regiment,0,Extreme Cold
Type B,V-331,2020-07-27,2956,78.27,27,10,Armor Plating,Rajasthan,Desert,Naga Regiment,31,Hot and Dry
Type C,V-992,2017-04-07,5210,97.07,7,4,Gun System,Sikkim,Mountainous,Kumaon Regiment,-6,Extreme Cold
Type E,V-510,2023-01-26,4337,82.51,33,7,Brakes,Punjab,Plains,Jat Regiment,30,Foggy
Type A,V-856,2022-11-18,5049,85.78,35,6,Transmission,Himachal Pradesh,Hilly,Kumaon Regiment,12,Foggy
Type C,V-886,2024-10-23,5313,68.01,32,9,Transmission,Nagaland,Jungle,Dogra Regiment,20,Humid
Type B,V-585,2022-04-10,758,85.37,47,0,Brakes,Jammu & Kashmir,Mountainous,Assam Rifles,-4,Snowfall
Type D,V-823,2024-08-18,1129,64.28,8,3,Radar,Assam,Plains,Kumaon Regiment,18,Mild Cold
Type D,V-466,2017-05-15,8662,96.49,48,2,Gun System,Arunachal Pradesh,Jungle,Dogra Regiment,24,Humid
Type C,V-651,2017-01-12,522,98.89,2,5,None,Rajasthan,Desert,Dogra Regiment,50,Clear Skies
Type D,V-602,2016-06-06,7121,98.93,43,3,None,Manipur,Jungle,Punjab Regiment,28,Heavy Rain
Type B,V-211,2018-05-28,2058,93.53,33,4,None,Punjab,Plains,Gorkha Rifles,16,Mild Cold
Type E,V-322,2016-05-13,8192,84.57,15,2,None,Punjab,Plains,Kumaon Regiment,24,Clear Skies
Type E,V-452,2018-05-13,9476,62.8,30,6,None,Nagaland,Jungle,Kumaon Regiment,30,Foggy
Type E,V-306,2016-04-15,2378,66.44,43,8,Sensors,Sikkim,Mountainous,Rajput Regiment,-4,Foggy
Type E,V-131,2021-05-23,6543,81.66,48,8,Engine,Manipur,Jungle,Assam Rifles,23,Humid
Type C,V-953,2019-02-08,1624,72.99,5,4,None,Arunachal Pradesh,Jungle,Naga Regiment,33,Foggy
Type C,V-497,2018-09-22,8612,81.56,25,0,None,Himachal Pradesh,Hilly,Gorkha Rifles,9,Cool Climate
Type E,V-874,2016-09-15,1602,89.44,12,6,None,Jammu & Kashmir,Mountainous,Assam Rifles,7,Snowfall
Type B,V-620,2017-04-12,2182,81.89,49,2,None,Arunachal Pradesh,Jungle,Assam Rifles,20,Humid
Type A,V-825,2018-09-19,1192,86.72,4,4,Navigation System,Nagaland,Jungle,Rajput Regiment,23,Foggy
Type C,V-723,2023-05-08,6646,89.99,44,7,None,Arunachal Pradesh,Jungle,Jat Regiment,33,Heavy Rain
Type A,V-662,2019-06-16,5953,80.29,11,0,Navigation System,Assam,Plains,Assam Rifles,22,Clear Skies
Type B,V-463,2021-12-30,9702,80.27,1,4,Transmission,Rajasthan,Desert,Jat Regiment,37,Dust Storms
Type C,V-780,2022-07-08,1264,95.65,24,0,Armor Plating,Nagaland,Jungle,Dogra Regiment,23,Heavy Rain
Type E,V-622,2015-11-06,4769,99.55,41,3,Brakes,Punjab,Plains,Kumaon Regiment,23,Clear Skies
Type A,V-280,2018-01-31,784,95.97,6,4,Navigation System,Sikkim,Mountainous,Dogra Regiment,3,Foggy
Type E,V-999,2021-10-31,7091,71.07,19,3,Gun System,Manipur,Jungle,Sikh Light Infantry,32,Foggy
Type A,V-557,2019-08-20,9014,83.19,25,2,None,Punjab,Plains,Bihar Regiment,27,Mild Cold
Type E,V-945,2017-12-14,5406,82.98,9,6,None,Punjab,Plains,Jat Regiment,25,Clear Skies
Type E,V-998,2016-11-07,4131,80.79,12,6,None,Punjab,Plains,Jat Regiment,19,Foggy
Type C,V-811,2017-08-12,6054,98.57,20,0,None,Manipur,Jungle,Assam Rifles,20,Foggy
Type C,V-985,2017-07-03,8323,78.81,25,5,None,Nagaland,Jungle,Jat Regiment,27,Foggy
Type B,V-248,2021-09-01,9337,97.63,2,5,None,Arunachal Pradesh,Jungle,Assam Rifles,26,Heavy Rain
Type E,V-723,2023-08-16,6950,82.35,39,5,Gun System,Jammu & Kashmir,Mountainous,Sikh Light Infantry,-10,Snowfall
Type E,V-631,2022-02-04,1800,73.87,46,8,None,Rajasthan,Desert,Gorkha Rifles,38,Hot and Dry
Type A,V-126,2015-10-18,1457,95.8,12,6,Navigation System,Jammu & Kashmir,Mountainous,Rajput Regiment,1,Foggy
Type A,V-708,2020-06-06,5993,97.9,18,4,Engine,Manipur,Jungle,Naga Regiment,28,Foggy
Type E,V-138,2015-12-16,8364,96.4,44,3,Transmission,Uttarakhand,Mountainous,Sikh Light Infantry,-2,Extreme Cold
Type A,V-145,2020-11-10,8837,87.58,31,9,None,Jammu & Kashmir,Mountainous,Gorkha Rifles,-8,Snowfall
Type D,V-616,2016-03-16,6118,71.97,34,10,Armor Plating,Arunachal Pradesh,Jungle,Jat Regiment,20,Heavy Rain
Type B,V-628,2016-12-08,1184,72.43,39,8,Engine,Uttarakhand,Mountainous,Assam Rifles,2,Foggy
Type E,V-351,2021-06-20,7614,97.05,5,2,None,Rajasthan,Desert,Naga Regiment,33,Hot and Dry
Type C,V-504,2022-12-19,2800,63.17,12,4,None,Jammu & Kashmir,Mountainous,Assam Rifles,3,Snowfall
Type E,V-961,2020-03-25,242,92.95,37,5,None,Nagaland,Jungle,Gorkha Rifles,32,Humid
Type D,V-764,2019-04-17,8939,91.63,26,9,Radar,Assam,Plains,Gorkha Rifles,18,Mild Cold
Type A,V-150,2023-07-14,5964,91.22,37,7,Radar,Assam,Plains,Rajput Regiment,28,Foggy
Type B,V-511,2023-01-26,9526,88.33,1,3,None,Uttarakhand,Mountainous,Gorkha Rifles,4,Foggy
Type D,V-763,2015-11-19,5472,89.83,33,4,None,Jammu & Kashmir,Mountainous,Rajput Regiment,-10,Extreme Cold
Type E,V-510,2022-12-19,4384,63.94,25,3,None,Assam,Plains,Bihar Regiment,10,Foggy
Type C,V-169,2020-05-02,8387,76.83,45,3,None,Nagaland,Jungle,Naga Regiment,29,Heavy Rain
Type E,V-251,2016-05-22,2131,98.09,47,6,None,Assam,Plains,Kumaon Regiment,19,Mild Cold
Type C,V-256,2015-03-24,7557,86.35,8,2,Armor Plating,Himachal Pradesh,Hilly,Sikh Light Infantry,15,Rainy
Type E,V-224,2016-11-23,5227,69.56,39,6,Sensors,Sikkim,Mountainous,Jat Regiment,7,Extreme Cold
Type D,V-842,2024-01-18,1222,71.1,9,3,Armor Plating,Punjab,Plains,Dogra Regiment,10,Foggy
Type C,V-323,2022-06-11,9946,92.33,35,4,None,Assam,Plains,Kumaon Regiment,13,Mild Cold
Type B,V-649,2018-06-22,1542,61.53,38,6,None,Himachal Pradesh,Hilly,Jat Regiment,15,Cool Climate
Type A,V-700,2022-05-26,5339,91.79,38,3,None,Arunachal Pradesh,Jungle,Kumaon Regiment,23,Foggy
Type D,V-423,2019-06-06,2871,81.89,23,3,None,Nagaland,Jungle,Naga Regiment,35,Foggy
Type D,V-256,2020-06-04,741,81.09,9,4,Engine,Uttarakhand,Mountainous,Rajput Regiment,3,Extreme Cold
Type C,V-360,2019-10-23,5754,85.37,24,7,Armor Plating,Jammu & Kashmir,Mountainous,Kumaon Regiment,-1,Extreme Cold
Type C,V-276,2015-03-26,4739,68.55,24,5,Navigation System,Sikkim,Mountainous,Dogra Regiment,-6,Snowfall
Type C,V-486,2017-06-20,1395,71.23,7,4,Transmission,Himachal Pradesh,Hilly,Sikh Light Infantry,18,Rainy
Type C,V-861,2023-10-04,1310,68.69,18,5,Armor Plating,Uttarakhand,Mountainous,Sikh Light Infantry,-5,Foggy
Type E,V-223,2020-05-06,8970,99.83,8,2,Gun System,Nagaland,Jungle,Assam Rifles,20,Foggy
Type E,V-618,2020-08-01,8743,62.14,11,0,Navigation System,Punjab,Plains,Kumaon Regiment,28,Clear Skies
Type D,V-795,2020-01-12,1113,75.52,9,2,None,Sikkim,Mountainous,Kumaon Regiment,-6,Foggy
Type C,V-672,2017-09-20,5282,91.46,41,5,None,Himachal Pradesh,Hilly,Dogra Regiment,14,Rainy
Type E,V-383,2015-09-06,722,78.42,23,9,Sensors,Nagaland,Jungle,Dogra Regiment,23,Heavy Rain
Type D,V-663,2021-12-25,9252,82.93,32,5,None,Assam,Plains,Jat Regiment,13,Foggy
Type C,V-140,2023-10-11,3106,79.52,44,1,Transmission,Assam,Plains,Bihar Regiment,21,Clear Skies
Type E,V-374,2020-09-17,9657,99.5,34,2,None,Manipur,Jungle,Rajput Regiment,20,Foggy
Type D,V-117,2024-11-27,4325,96.06,42,5,None,Nagaland,Jungle,Bihar Regiment,30,Heavy Rain
Type C,V-500,2019-08-23,5011,97.84,30,0,Radar,Punjab,Plains,Sikh Light Infantry,10,Mild Cold
Type B,V-433,2023-07-23,5998,89.31,29,6,Transmission,Rajasthan,Desert,Sikh Light Infantry,50,Clear Skies
Type E,V-879,2017-02-03,7945,69.44,49,0,None,Arunachal Pradesh,Jungle,Assam Rifles,33,Heavy Rain
Type E,V-380,2018-07-09,3775,78.76,13,5,None,Jammu & Kashmir,Mountainous,Rajput Regiment,9,Foggy
Type B,V-601,2022-02-22,3924,72.82,31,2,None,Arunachal Pradesh,Jungle,Bihar Regiment,33,Heavy Rain
Type B,V-473,2017-04-24,6581,63.56,6,5,None,Nagaland,Jungle,Rajput Regiment,23,Heavy Rain
Type A,V-898,2017-03-18,5817,76.94,16,6,Transmission,Nagaland,Jungle,Kumaon Regiment,26,Humid
Type E,V-233,2024-06-08,241,76.33,38,7,None,Rajasthan,Desert,Sikh Light Infantry,33,Dust Storms
Type C,V-518,2015-09-24,1326,83.25,4,8,Armor Plating,Uttarakhand,Mountainous,Assam Rifles,0,Extreme Cold
Type A,V-391,2020-09-29,3063,94.86,36,2,None,Sikkim,Mountainous,Kumaon Regiment,-5,Snowfall
Type C,V-324,2024-12-29,1070,83.88,43,6,Gun System,Jammu & Kashmir,Mountainous,Rajput Regiment,0,Snowfall
Type E,V-928,2019-02-13,7309,95.49,44,9,Transmission,Himachal Pradesh,Hilly,Naga Regiment,16,Foggy
Type D,V-606,2022-04-04,8668,88.55,50,1,None,Himachal Pradesh,Hilly,Jat Regiment,10,Cool Climate
Type B,V-122,2016-12-16,6438,82.27,32,6,Wiring,Nagaland,Jungle,Dogra Regiment,27,Foggy
Type C,V-399,2018-07-14,8142,73.72,34,3,None,Rajasthan,Desert,Assam Rifles,35,Clear Skies
Type C,V-497,2019-05-04,2667,78.39,42,9,None,Jammu & Kashmir,Mountainous,Jat Regiment,-6,Snowfall
Type B,V-629,2020-05-08,6657,75.45,15,1,None,Nagaland,Jungle,Kumaon Regiment,21,Heavy Rain
Type E,V-213,2020-11-06,7210,98.05,23,2,None,Himachal Pradesh,Hilly,Gorkha Rifles,15,Rainy
Type D,V-508,2016-09-11,5031,88.73,13,4,Gun System,Sikkim,Mountainous,Assam Rifles,6,Snowfall
Type C,V-252,2017-12-21,7717,67.62,8,2,Sensors,Nagaland,Jungle,Assam Rifles,26,Heavy Rain
Type C,V-744,2016-12-18,9023,96.09,40,4,Sensors,Nagaland,Jungle,Gorkha Rifles,34,Foggy
Type C,V-262,2020-08-17,1355,71.71,2,3,None,Uttarakhand,Mountainous,Assam Rifles,10,Foggy
Type C,V-414,2016-12-22,7612,73.85,43,0,None,Rajasthan,Desert,Punjab Regiment,44,Dust Storms
Type D,V-583,2023-02-01,1637,86.51,41,1,Armor Plating,Jammu & Kashmir,Mountainous,Punjab Regiment,10,Snowfall
Type D,V-481,2018-09-18,7807,70.66,49,3,Transmission,Arunachal Pradesh,Jungle,Assam Rifles,29,Humid
Type A,V-504,2020-10-05,2865,89.68,34,2,None,Assam,Plains,Dogra Regiment,17,Foggy
Type C,V-292,2017-07-12,3523,82.08,26,2,Navigation System,Arunachal Pradesh,Jungle,Naga Regiment,31,Foggy
Type C,V-637,2017-10-28,2864,71.01,19,4,None,Jammu & Kashmir,Mountainous,Gorkha Rifles,-2,Snowfall
Type C,V-857,2023-07-28,5175,67.77,35,0,Armor Plating,Assam,Plains,Sikh Light Infantry,11,Mild Cold
Type D,V-125,2021-09-25,6426,95.62,18,9,None,Rajasthan,Desert,Gorkha Rifles,39,Hot and Dry
Type C,V-725,2016-05-26,733,73.21,27,5,Transmission,Sikkim,Mountainous,Gorkha Rifles,5,Foggy
Type A,V-729,2019-08-03,1864,69.75,19,3,Brakes,Nagaland,Jungle,Kumaon Regiment,32,Foggy
Type A,V-614,2016-04-06,1166,63.19,6,7,None,Punjab,Plains,Punjab Regiment,15,Mild Cold
Type E,V-984,2016-07-26,6936,62.11,4,5,Radar,Uttarakhand,Mountainous,Punjab Regiment,0,Extreme Cold
Type E,V-491,2017-06-27,7481,88.42,22,2,None,Manipur,Jungle,Jat Regiment,26,Heavy Rain
Type C,V-443,2015-04-04,4429,87.38,33,4,Sensors,Uttarakhand,Mountainous,Bihar Regiment,9,Foggy
Type B,V-502,2019-11-19,4237,85.06,36,5,None,Himachal Pradesh,Hilly,Assam Rifles,16,Foggy
Type D,V-916,2015-03-19,4075,93.35,41,9,Transmission,Manipur,Jungle,Jat Regiment,21,Heavy Rain
Type E,V-904,2022-12-19,109,71.82,2,2,Transmission,Assam,Plains,Assam Rifles,13,Clear Skies
Type E,V-453,2015-06-24,5916,81.82,12,5,Wiring,Himachal Pradesh,Hilly,Dogra Regiment,7,Cool Climate
Type D,V-753,2024-05-03,6753,75.12,17,2,Radar,Himachal Pradesh,Hilly,Dogra Regiment,8,Rainy
Type B,V-789,2025-02-10,5711,90.99,28,2,Wiring,Arunachal Pradesh,Jungle,Sikh Light Infantry,30,Foggy
Type A,V-344,2022-03-23,1790,60.31,49,3,None,Sikkim,Mountainous,Sikh Light Infantry,-5,Snowfall
Type E,V-521,2018-07-25,782,62.7,34,0,None,Nagaland,Jungle,Jat Regiment,30,Humid
Type D,V-626,2020-01-11,3968,77.28,38,3,Engine,Nagaland,Jungle,Kumaon Regiment,30,Foggy
Type B,V-841,2018-09-19,3686,87.44,24,3,Engine,Assam,Plains,Kumaon Regiment,26,Foggy
Type D,V-477,2020-06-24,710,67.01,27,3,None,Nagaland,Jungle,Punjab Regiment,33,Foggy
Type E,V-756,2024-02-06,8383,78.27,50,0,Transmission,Himachal Pradesh,Hilly,Sikh Light Infantry,10,Foggy
Type A,V-555,2017-01-30,2981,66.21,32,6,Wiring,Sikkim,Mountainous,Punjab Regiment,4,Extreme Cold
Type E,V-176,2020-05-27,1311,78.77,42,1,Radar,Arunachal Pradesh,Jungle,Jat Regiment,34,Foggy
Type E,V-746,2017-04-10,6825,67.11,26,3,Engine,Himachal Pradesh,Hilly,Jat Regiment,10,Rainy
Type A,V-249,2024-06-11,4699,74.47,13,6,Armor Plating,Manipur,Jungle,Naga Regiment,32,Humid
Type A,V-553,2020-12-31,3178,71.13,11,2,Brakes,Arunachal Pradesh,Jungle,Sikh Light Infantry,21,Foggy
Type C,V-597,2016-03-04,3020,83.52,50,0,Brakes,Jammu & Kashmir,Mountainous,Punjab Regiment,-3,Foggy
Type B,V-348,2021-03-01,1114,94.69,40,4,None,Nagaland,Jungle,Rajput Regiment,22,Heavy Rain
Type A,V-855,2019-11-27,897,66.39,5,8,Engine,Manipur,Jungle,Bihar Regiment,34,Foggy
Type E,V-439,2022-09-28,1057,78.27,16,4,None,Jammu & Kashmir,Mountainous,Assam Rifles,-2,Foggy
Type D,V-265,2020-09-06,3222,82.7,49,1,None,Jammu & Kashmir,Mountainous,Sikh Light Infantry,7,Snowfall
Type D,V-661,2022-06-19,7652,82.0,39,3,None,Manipur,Jungle,Jat Regiment,20,Heavy Rain
Type E,V-748,2016-03-02,6058,74.27,7,4,None,Punjab,Plains,Dogra Regiment,17,Mild Cold
Type D,V-425,2022-08-27,1609,96.42,44,2,Radar,Punjab,Plains,Naga Regiment,10,Foggy
Type B,V-489,2020-09-25,4683,85.83,3,3,Navigation System,Arunachal Pradesh,Jungle,Punjab Regiment,28,Heavy Rain
Type A,V-461,2022-09-02,2530,84.06,37,1,None,Himachal Pradesh,Hilly,Naga Regiment,16,Cool Climate
Type A,V-792,2024-08-02,6371,86.29,30,1,None,Himachal Pradesh,Hilly,Bihar Regiment,5,Cool Climate
Type E,V-593,2023-07-20,5590,66.07,48,0,Sensors,Himachal Pradesh,Hilly,Punjab Regiment,20,Rainy
Type E,V-493,2022-04-21,9878,89.18,48,9,Brakes,Arunachal Pradesh,Jungle,Kumaon Regiment,23,Humid
Type D,V-987,2022-08-23,2362,67.52,24,2,Gun System,Sikkim,Mountainous,Punjab Regiment,7,Extreme Cold
Type A,V-717,2017-05-06,4523,91.68,48,4,Wiring,Punjab,Plains,Bihar Regiment,23,Clear Skies
Type A,V-779,2021-05-23,7720,87.48,42,5,Brakes,Punjab,Plains,Bihar Regiment,12,Clear Skies
Type B,V-976,2023-12-12,6030,65.89,35,7,None,Punjab,Plains,Punjab Regiment,19,Clear Skies
Type B,V-117,2022-04-12,7161,83.79,30,1,None,Uttarakhand,Mountainous,Dogra Regiment,-6,Extreme Cold
Type E,V-283,2017-02-21,9578,81.31,47,3,None,Punjab,Plains,Assam Rifles,15,Foggy
Type B,V-462,2022-08-22,5629,87.21,0,7,Brakes,Uttarakhand,Mountainous,Assam Rifles,9,Extreme Cold
Type A,V-761,2019-01-01,4180,74.77,9,4,Navigation System,Manipur,Jungle,Dogra Regiment,27,Heavy Rain
Type D,V-151,2019-01-03,9298,65.2,7,2,None,Rajasthan,Desert,Gorkha Rifles,41,Dust Storms
Type E,V-324,2016-12-27,8439,65.97,18,8,Engine,Rajasthan,Desert,Rajput Regiment,40,Dust Storms
Type B,V-407,2015-05-17,4914,64.37,19,1,None,Nagaland,Jungle,Sikh Light Infantry,29,Heavy Rain
Type C,V-902,2016-11-11,5795,72.15,38,4,None,Rajasthan,Desert,Kumaon Regiment,41,Clear Skies
Type C,V-694,2024-05-11,1805,89.16,31,3,Engine,Nagaland,Jungle,Assam Rifles,25,Humid
Type C,V-286,2020-12-07,1625,64.57,15,8,Wiring,Manipur,Jungle,Kumaon Regiment,21,Humid
Type C,V-847,2016-06-24,2929,78.09,47,6,Sensors,Rajasthan,Desert,Jat Regiment,40,Clear Skies
Type A,V-957,2019-02-10,1615,86.56,22,3,Armor Plating,Sikkim,Mountainous,Jat Regiment,1,Extreme Cold
Type A,V-389,2017-03-09,1893,84.57,13,3,None,Punjab,Plains,Assam Rifles,28,Mild Cold
Type B,V-473,2015-11-27,4228,72.89,35,4,None,Nagaland,Jungle,Dogra Regiment,33,Foggy
Type E,V-546,2021-12-30,9282,79.7,6,6,Wiring,Uttarakhand,Mountainous,Naga Regiment,4,Snowfall
Type B,V-668,2016-01-22,6067,89.0,48,3,Navigation System,Arunachal Pradesh,Jungle,Dogra Regiment,30,Foggy
Type B,V-382,2016-03-31,2824,73.99,11,2,Gun System,Uttarakhand,Mountainous,Bihar Regiment,4,Snowfall
Type E,V-199,2023-06-11,2466,80.62,17,4,None,Assam,Plains,Punjab Regiment,25,Foggy
Type B,V-263,2023-11-09,3681,79.32,42,3,None,Punjab,Plains,Punjab Regiment,29,Clear Skies
Type C,V-213,2019-01-01,6361,64.47,34,0,None,Rajasthan,Desert,Gorkha Rifles,49,Dust Storms
Type A,V-132,2020-03-17,8824,64.22,41,1,Sensors,Himachal Pradesh,Hilly,Rajput Regiment,7,Cool Climate
Type C,V-206,2024-01-20,1145,76.88,37,6,None,Jammu & Kashmir,Mountainous,Bihar Regiment,-7,Snowfall
Type E,V-211,2024-01-11,5494,67.77,39,2,Sensors,Rajasthan,Desert,Dogra Regiment,36,Clear Skies
Type A,V-541,2019-02-02,3177,88.25,30,3,None,Arunachal Pradesh,Jungle,Gorkha Rifles,34,Foggy
Type A,V-180,2018-06-22,7554,62.11,49,5,None,Uttarakhand,Mountainous,Assam Rifles,8,Foggy
Type E,V-283,2024-12-01,2312,97.51,13,6,None,Arunachal Pradesh,Jungle,Gorkha Rifles,27,Foggy
Type B,V-559,2023-04-23,280,69.86,35,1,None,Punjab,Plains,Kumaon Regiment,10,Foggy
Type C,V-120,2019-08-27,4649,95.86,43,3,Sensors,Nagaland,Jungle,Rajput Regiment,29,Foggy
Type B,V-661,2023-04-18,4362,96.98,23,5,Navigation System,Rajasthan,Desert,Sikh Light Infantry,40,Clear Skies
Type B,V-475,2023-03-21,9945,61.72,11,7,Wiring,Himachal Pradesh,Hilly,Bihar Regiment,19,Foggy
Type B,V-747,2017-09-29,6179,96.95,12,3,None,Jammu & Kashmir,Mountainous,Dogra Regiment,3,Snowfall
Type B,V-634,2016-10-13,7044,67.19,18,4,Engine,Manipur,Jungle,Gorkha Rifles,24,Heavy Rain
Type C,V-127,2019-02-14,6291,81.56,42,6,Radar,Manipur,Jungle,Assam Rifles,34,Foggy
Type E,V-203,2018-10-24,5941,99.93,25,1,None,Sikkim,Mountainous,Naga Regiment,-2,Foggy
Type E,V-388,2019-07-20,6771,96.79,43,9,Brakes,Manipur,Jungle,Sikh Light Infantry,30,Foggy
Type B,V-224,2020-10-09,1612,92.26,8,9,None,Punjab,Plains,Kumaon Regiment,13,Clear Skies
Type A,V-617,2016-05-26,1709,74.47,43,4,None,Rajasthan,Desert,Dogra Regiment,32,Dust Storms
Type B,V-901,2024-10-27,8199,97.35,6,2,Navigation System,Arunachal Pradesh,Jungle,Bihar Regiment,32,Heavy Rain
Type E,V-950,2017-12-12,6650,73.22,45,4,None,Manipur,Jungle,Gorkha Rifles,20,Humid
Type A,V-191,2022-11-17,139,71.01,42,1,None,Punjab,Plains,Punjab Regiment,27,Foggy
Type A,V-182,2021-09-25,8796,63.32,15,0,Navigation System,Himachal Pradesh,Hilly,Rajput Regiment,16,Foggy
Type A,V-595,2023-09-17,498,85.01,22,1,None,Himachal Pradesh,Hilly,Punjab Regiment,19,Rainy
Type B,V-994,2023-03-19,7169,88.48,3,6,Wiring,Uttarakhand,Mountainous,Kumaon Regiment,-9,Snowfall
Type B,V-456,2024-05-11,8476,80.55,22,6,None,Nagaland,Jungle,Sikh Light Infantry,23,Foggy
Type E,V-140,2023-09-19,5318,70.34,38,5,None,Punjab,Plains,Jat Regiment,21,Foggy
Type C,V-928,2022-07-30,3942,91.59,23,10,Engine,Nagaland,Jungle,Gorkha Rifles,25,Heavy Rain
Type B,V-573,2022-10-13,6297,69.32,4,1,None,Assam,Plains,Assam Rifles,15,Foggy
Type B,V-758,2021-12-27,2891,70.94,27,2,Gun System,Nagaland,Jungle,Dogra Regiment,23,Foggy
Type C,V-377,2019-06-07,1416,64.56,7,10,None,Himachal Pradesh,Hilly,Bihar Regiment,11,Rainy
Type E,V-335,2022-10-25,6756,68.92,19,6,Wiring,Punjab,Plains,Gorkha Rifles,16,Mild Cold
Type C,V-630,2022-02-04,6928,81.48,47,1,None,Punjab,Plains,Naga Regiment,22,Clear Skies
Type E,V-130,2018-06-03,9101,90.16,25,6,None,Punjab,Plains,Sikh Light Infantry,26,Mild Cold
Type D,V-236,2018-04-03,8029,96.15,13,8,None,Manipur,Jungle,Gorkha Rifles,32,Foggy
Type A,V-546,2024-09-19,4004,71.84,31,3,None,Arunachal Pradesh,Jungle,Gorkha Rifles,21,Humid
Type B,V-794,2017-08-25,4724,72.89,24,6,Navigation System,Nagaland,Jungle,Naga Regiment,20,Humid
Type C,V-623,2023-10-26,9372,75.33,12,2,Brakes,Assam,Plains,Kumaon Regiment,26,Foggy
Type A,V-482,2021-07-24,2987,82.53,22,6,None,Punjab,Plains,Bihar Regiment,16,Mild Cold
Type E,V-358,2018-10-04,9403,76.19,31,4,None,Sikkim,Mountainous,Bihar Regiment,-2,Snowfall
Type A,V-593,2019-09-17,8473,72.93,15,2,None,Arunachal Pradesh,Jungle,Dogra Regiment,34,Heavy Rain
Type A,V-913,2021-10-13,9463,96.68,38,5,Brakes,Himachal Pradesh,Hilly,Dogra Regiment,18,Rainy
Type E,V-933,2023-10-25,2372,88.49,21,5,None,Uttarakhand,Mountainous,Gorkha Rifles,-8,Snowfall
Type D,V-262,2018-01-10,483,89.61,34,4,Gun System,Manipur,Jungle,Dogra Regiment,24,Humid
Type E,V-781,2024-08-22,9630,79.29,50,5,Armor Plating,Nagaland,Jungle,Assam Rifles,27,Foggy
Type C,V-377,2016-03-27,2815,79.54,9,2,None,Assam,Plains,Bihar Regiment,10,Mild Cold
